area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Coffee Board Layout,3 BHK,Coffee Board Layout,3045,3.0,2.0,170.0
Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,Ambedkar Nagar,2900,3.0,2.0,300.0
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Vijayanagar,1500,3.0,2.0,75.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Raja Rajeshwari Nagar,1295,2.0,2.0,43.9
Super built-up  Area,Ready To Move,Budigere,2 BHK,Budigere,1162,2.0,1.0,59.9
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Sarjapur  Road,1035,2.0,2.0,49.2
Built-up  Area,Ready To Move,Attibele,4 Bedroom,Attibele,1600,4.0,0.0,52.8
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,KUDLU MAIN ROAD,1464,3.0,2.0,46.0
Super built-up  Area,18-Oct,Hennur Road,3 BHK,Hennur Road,1866,2.0,2.0,61.58
Super built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,Geleyara Balaga Layout,700,1.0,1.0,26.0
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Kalena Agrahara,1804,3.0,2.0,120.0
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sarjapur,913,2.0,1.0,32.0
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Talaghattapura,1868,3.0,2.0,131.0
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Kengeri Satellite Town,883,2.0,1.0,45.0
Plot  Area,Ready To Move,Sundara Nagar,2 Bedroom,Sundara Nagar,900,2.0,1.0,110.0
Super built-up  Area,Ready To Move,Kogilu,3 BHK,Kogilu,1664,2.0,3.0,73.95
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Hegde Nagar,2026,3.0,2.0,132.0
Super built-up  Area,Ready To Move,Balagere,2 BHK,Balagere,1210,2.0,1.0,80.9
Plot  Area,Ready To Move,Meenakunte,4 Bedroom,Meenakunte,4111,4.0,2.0,250.0
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Kadugodi,1762,3.0,3.0,91.45
Super built-up  Area,Ready To Move,Jigani,3 BHK,Jigani,1252,3.0,3.0,55.0
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Gollarapalya Hosahalli,861,2.0,1.0,34.5
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,7th Phase JP Nagar,1420,2.0,1.0,100.0
Plot  Area,Ready To Move,Srirampura,6 Bedroom,Srirampura,1450,6.0,0.0,250.0
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Electronics City Phase 1,1490,3.0,1.0,78.8
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Bisuvanahalli,1075,2.0,1.0,46.0
Super built-up  Area,18-Aug,Old Madras Road,3 BHK,Old Madras Road,1425,2.0,2.0,94.0
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Kalena Agrahara,1200,2.0,1.0,40.0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Kaggadasapura,1280,2.0,2.0,56.0
Super built-up  Area,Ready To Move,Silver Springs Layout,2 BHK,Silver Springs Layout,1084,2.0,2.0,50.0
Super built-up  Area,18-Jul,Chandapura,2 BHK,Chandapura,1015,2.0,2.0,25.88
Super built-up  Area,21-May,Kanakpura Road,2 BHK,Kanakpura Road,1017,2.0,1.0,51.25
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Haralur Road,1027,2.0,2.0,44.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Electronic City Phase II,1069,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Hebbal,1349,2.0,1.0,98.2
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,9th Phase JP Nagar,1005,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Jakkur,1417,2.0,3.0,75.0
Plot  Area,18-Jan,TC Palaya,3 Bedroom,TC Palaya,1475,3.0,1.0,98.0
Carpet  Area,Ready To Move,Maruthi Sevanagar,2 BHK,Maruthi Sevanagar,950,2.0,2.0,47.0
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,RMV 2nd Stage,2000,4.0,0.0,120.0
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,Giri Nagar,880,3.0,1.0,140.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Sarjapur  Road,1863,3.0,2.0,104.0
Super built-up  Area,Ready To Move,Singasandra,2 BHK,Singasandra,1010,2.0,1.0,29.5
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Kalena Agrahara,1425,2.0,1.0,70.0
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Vijayanagar,1450,3.0,0.0,100.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Kothanur,1847,3.0,2.0,105.0
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,AECS Layout,1100,2.0,3.0,45.0
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,Kanakpura Road,525,1.0,1.0,26.0
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Mallasandra,1665,3.0,2.0,95.0
Super built-up  Area,Ready To Move,Begur,4 BHK,Begur,1664,4.0,3.0,65.0
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,JP Nagar,1850,3.0,3.0,150.0
Super built-up  Area,Ready To Move,Panathur,2 BHK,Panathur,1438,2.0,3.0,100.0
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,Sunder Ram Shetty Nagar,1560,3.0,3.0,115.0
Super built-up  Area,18-Apr,Yelahanka,2 BHK,Yelahanka,1350,2.0,1.0,55.55
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Kanakpura Road,1550,3.0,3.0,67.0
Super built-up  Area,18-Apr,Malleshpalya,2 BHK,Malleshpalya,1140,2.0,2.0,46.5
Plot  Area,Ready To Move,Srirampura,5 Bedroom,Srirampura,1200,5.0,2.0,180.0
Super built-up  Area,18-Dec,Kodathi,2 BHK,Kodathi,850,2.0,2.0,27.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Whitefield,1280,2.0,2.0,75.0
Built-up  Area,Ready To Move,Munnekollal,2 BHK,Munnekollal,1170,2.0,2.0,52.0
Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,Motappa Layout,1113,2.0,1.0,51.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Hennur Road,1385,2.0,1.0,83.09
Super built-up  Area,18-Apr,Electronic City,2 BHK,Electronic City,1128,2.0,1.0,65.0
Plot  Area,Ready To Move,Marathahalli,2 Bedroom,Marathahalli,1200,2.0,2.0,128.0
Plot  Area,Ready To Move,Akshaya Vana,4 Bedroom,Akshaya Vana,1200,4.0,3.0,165.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Rajaji Nagar,2390,3.0,2.0,415.0
Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,Giri Nagar,2400,4.0,1.0,400.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Haralur Road,1464,3.0,2.0,56.0
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,Manayata Tech Park,1200,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Kaval Byrasandra,1200,2.0,2.0,52.0
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Kaggalipura,1150,2.0,1.0,55.0
Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Basavanna Nagar,1645,3.0,2.0,95.0
Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,Sarjapur  Road,1000,2.0,1.0,67.0
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,Haralur Road,2650,4.0,2.0,198.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,6th Phase JP Nagar,1192,2.0,2.0,74.0
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,Ulsoor,2135,3.0,2.0,215.0
Super built-up  Area,19-Dec,Whitefield,2 BHK,Whitefield,1173,2.0,1.0,58.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Uttarahalli,1020,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Thigalarapalya,3122,6.0,2.0,230.0
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,Somasundara Palya,1600,3.0,3.0,64.0
Plot  Area,18-Mar,T.C PALYA,2 Bedroom,T.C PALYA,1200,2.0,0.0,79.0
Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,Muneshwara Nagar,1230,2.0,3.0,48.0
Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK, Devarachikkanahalli,1250,2.0,2.0,40.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Kalena Agrahara,1325,2.0,2.0,76.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,7th Phase JP Nagar,1850,3.0,1.0,150.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,Kanakpura Road,525,0.0,0.0,21.53
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,Basaveshwara Nagar,1200,2.0,2.0,65.0
Plot  Area,Ready To Move,Bull Temple Road,3 Bedroom,Bull Temple Road,1350,2.0,0.0,140.0
Super built-up  Area,18-Jun,Bommasandra,3 BHK,Bommasandra,1260,3.0,1.0,49.36
Super built-up  Area,Ready To Move,Prashanth Nagar,3 BHK,Prashanth Nagar,1800,3.0,0.0,150.0
Plot  Area,18-Dec,Suragajakkanahalli,3 Bedroom,Suragajakkanahalli,11,3.0,2.0,74.0
Built-up  Area,Ready To Move,Ardendale,2 BHK,Ardendale,1100,2.0,1.0,43.25
Super built-up  Area,Ready To Move,Harlur,2 BHK,Harlur,1508,2.0,1.0,77.0
Carpet  Area,Ready To Move,Sampigehalli,3 BHK,Sampigehalli,1592,3.0,2.0,75.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,Akshaya Nagar,1388,2.0,3.0,57.0
Super built-up  Area,18-May,Electronic City Phase II,1 BHK,Electronic City Phase II,630,1.0,1.0,28.35
Plot  Area,Ready To Move,RMV,3 Bedroom,RMV,2000,3.0,2.0,365.0
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3 BHK,Banashankari3rd stage bigbazar,1762,3.0,1.0,125.0
Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,Bagalur Main Road,950,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Kodihalli,3252,5.0,3.0,335.0
Super built-up  Area,18-Aug,Magadi Road,2 BHK,Magadi Road,1116,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,Narayanapura,1308,2.0,2.0,89.04
Super built-up  Area,Ready To Move,MS Pallya,3 BHK,MS Pallya,1200,3.0,0.0,90.0
Plot  Area,Ready To Move,Binny Mills Employees Colony,4 Bedroom,Binny Mills Employees Colony,1500,4.0,2.0,230.0
Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,Bannerghatta Road,500,1.0,1.0,18.5
Super built-up  Area,Ready To Move,Hennur,2 BHK,Hennur,1075,2.0,1.0,52.0
Super built-up  Area,18-Mar,Chandapura,1 BHK,Chandapura,530,1.0,0.0,11.66
Built-up  Area,Ready To Move,Bellandur,2 BHK,Bellandur,1205,2.0,3.0,66.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,5th Phase JP Nagar,1075,2.0,2.0,60.0
Built-up  Area,Ready To Move,KR Puram,2 BHK,KR Puram,930,2.0,2.0,39.0
Super built-up  Area,Ready To Move,Balagere,2 BHK,Balagere,1380,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Hebbal,2483,5.0,2.0,212.0
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,Kodigehaali,1166,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Bannerghatta Road,1050,2.0,1.0,65.0
Super built-up  Area,19-Mar,Gopalapura,3 BHK,Gopalapura,2023.71,3.0,2.0,275.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Begur Road,1200,2.0,2.0,46.8
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Lakshminarayana Pura,1600,2.0,1.0,108.0
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,Billekahalli,1935,3.0,2.0,110.0
Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,8th Phase JP Nagar,451,1.0,0.0,29.9
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Electronic City,1800,3.0,2.0,95.0
Super built-up  Area,18-May,Jalahalli,3 BHK,Jalahalli,1400,3.0,0.0,77.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Hegde Nagar,1801,3.0,2.0,115.0
Built-up  Area,Ready To Move,Mahadevpura,2 BHK,Mahadevpura,1451,2.0,0.0,90.0
Plot  Area,19-Jan,Anekal,2 Bedroom,Anekal,1200,1.0,1.0,36.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Begur Road,1160,2.0,2.0,44.0
Built-up  Area,Ready To Move,Kengeri,2 BHK,Kengeri,1000,2.0,1.0,25.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Kanakpura Road,950,2.0,1.0,40.0
Built-up  Area,20-Dec,"Hoodi Circle, ",3 BHK,"Hoodi Circle, ",1629,3.0,2.0,79.0
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,Vijayanagar,1580,2.0,0.0,134.0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Vijayanagar,1826,3.0,2.0,121.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,7th Phase JP Nagar,1245,2.0,1.0,94.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Raja Rajeshwari Nagar,1145,2.0,2.0,45.79
Super built-up  Area,Ready To Move,Sompura,2 BHK,Sompura,825,2.0,1.0,33.0
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Yeshwanthpur,1693,3.0,3.0,108.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Electronics City Phase 1,1113.27,2.0,2.0,53.0
Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,Ashirvad Colony,1460,2.0,1.0,58.0
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,Doddathoguru,1050,2.0,1.0,32.0
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Dodda Nekkundi,1260,2.0,2.0,55.0
Super built-up  Area,Ready To Move,K N Extension,6 BHK,K N Extension,700,3.0,0.0,120.0
Built-up  Area,Ready To Move,Hosur Road,2 BHK,Hosur Road,1656,2.0,1.0,120.0
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Chandapura,1208,3.0,1.0,45.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Whitefield,1910,3.0,2.0,161.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Whitefield,3252,4.0,1.0,230.0
Plot  Area,Ready To Move,Battarahalli,2 Bedroom,Battarahalli,1200,2.0,1.0,65.0
Super built-up  Area,Ready To Move,Gokula Extension,4 BHK,Gokula Extension,1200,4.0,1.0,175.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,7th Phase JP Nagar,1175,2.0,1.0,82.0
Plot  Area,Ready To Move,Kamakshipalya,2 Bedroom,Kamakshipalya,1000,2.0,0.0,165.0
Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,Bannerghatta Road,1200,2.0,0.0,125.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Rajaji Nagar,2390,3.0,2.0,410.0
Super built-up  Area,19-Jan,Rajaji Nagar,7 BHK,Rajaji Nagar,12000,6.0,3.0,2200.0
Plot  Area,Ready To Move,Sultan Palaya,2 Bedroom,Sultan Palaya,550,1.0,1.0,62.0
Super built-up  Area,Ready To Move,Kengeri,1 BHK,Kengeri,34.46Sq. Meter,1.0,0.0,18.5
Super built-up  Area,Ready To Move,Sanne Amanikere,2 BHK,Sanne Amanikere,1185,2.0,0.0,38.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,Kengeri,750,2.0,1.0,38.0
Plot  Area,Ready To Move,Mahalakshmi Layout,6 Bedroom,Mahalakshmi Layout,1200,7.0,3.0,250.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Kanakpura Road,1550,3.0,3.0,64.5
Built-up  Area,Ready To Move,Amco Colony,3 BHK,Amco Colony,1760,3.0,2.0,88.0
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Billekahalli,1125,2.0,2.0,62.0
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,Nagarbhavi,1350,3.0,2.0,150.0
Plot  Area,17-Dec,Anandapura,2 Bedroom,Anandapura,1000,2.0,1.0,55.0
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,Bommasandra Industrial Area,1090,2.0,2.0,31.48
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,TC Palaya,1200,2.0,0.0,60.0
Super built-up  Area,Ready To Move,Budigere,3 BHK,Budigere,1991,4.0,2.0,103.0
Super built-up  Area,18-Oct,Bommasandra,2 BHK,Bommasandra,1060,2.0,1.0,26.5
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,Ambalipura,1105,2.0,1.0,75.0
Built-up  Area,Ready To Move,Hoodi,2 BHK,Hoodi,985,2.0,2.0,67.0
Plot  Area,Ready To Move,Chandapura,6 Bedroom,Chandapura,1533,5.0,3.0,85.0
Super built-up  Area,17-Jul,Balagere,3 BHK,Balagere,1590,3.0,2.0,79.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,CV Raman Nagar,1120,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Samethanahalli,2 BHK,Samethanahalli,1069,2.0,1.0,55.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Marathahalli,1933,3.0,2.0,140.0
Built-up  Area,16-Mar,Hosur Road,2 BHK,Hosur Road,1194,2.0,0.0,69.0
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Brookefield,1150,2.0,3.0,69.0
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,Yelenahalli,1240,2.0,2.0,47.12
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Raja Rajeshwari Nagar,1419,2.0,2.0,48.1
Plot  Area,Ready To Move,7th Phase JP Nagar,8 Bedroom,7th Phase JP Nagar,1200,8.0,0.0,250.0
Super built-up  Area,Ready To Move,Richmond Town,3 BHK,Richmond Town,2150,4.0,0.0,240.0
Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,Suddaguntepalya,1450,3.0,2.0,55.0
Super built-up  Area,18-Jul,Udayapur Village,3 BHK,Udayapur Village,1630,3.0,2.0,68.29
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Dasanapura,708,1.0,1.0,40.0
Plot  Area,Ready To Move,Kasavanhalli,3 Bedroom,Kasavanhalli,1000,4.0,3.0,110.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Whitefield,11890,4.0,3.0,700.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Bellandur,1250,2.0,1.0,76.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,7th Phase JP Nagar,1400,2.0,1.0,95.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Sarjapur  Road,1670,2.0,3.0,57.0
Super built-up  Area,Ready To Move,Ardendale,3 BHK,Ardendale,1750,3.0,2.0,100.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Vittasandra,1404,2.0,1.0,71.0
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Hoodi,1715,2.0,2.0,95.0
Built-up  Area,18-Apr,Electronic City,1 BHK,Electronic City,630,1.0,1.0,34.65
Super built-up  Area,Ready To Move,Harlur,3 BHK,Harlur,1752.12,3.0,2.0,135.0
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Hulimavu,1650,3.0,2.0,78.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Raja Rajeshwari Nagar,1295,2.0,1.0,55.47
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,Giri Nagar,1800,3.0,2.0,252.0
Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,Sarjapur  Road,1346,2.0,1.0,74.03
Plot  Area,Ready To Move,Thippasandra,4 Bedroom,Thippasandra,1200,4.0,2.0,200.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Hormavu,1150,2.0,2.0,55.0
Built-up  Area,Ready To Move,Chikkabidarakallu,4 Bedroom,Chikkabidarakallu,3309,4.0,3.0,325.0
Super built-up  Area,18-May,Chandapura,3 BHK,Chandapura,1190,2.0,2.0,30.35
Super built-up  Area,Ready To Move,AECS Layout,3 BHK,AECS Layout,1620,3.0,2.0,98.0
Super built-up  Area,18-Apr,Marathahalli,2 BHK,Marathahalli,950,2.0,1.0,46.96
Super built-up  Area,Ready To Move,1 Giri Nagar,11 BHK,1 Giri Nagar,5000,9.0,3.0,360.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,Harlur,2450,3.0,0.0,120.0
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Electronic City Phase II,1220,2.0,1.0,35.23
Super built-up  Area,Ready To Move,Hoysalanagar,2 BHK,Hoysalanagar,850,2.0,1.0,30.0
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Padmanabhanagar,1020,2.0,2.0,63.0
Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,Chikkalasandra,1100,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Defence Colony,2 BHK,Defence Colony,1150,2.0,2.0,126.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Hebbal,1760,2.0,2.0,130.0
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,Ambalipura,1800,3.0,3.0,110.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,Akshaya Nagar,1070,2.0,1.0,54.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,2nd Stage Nagarbhavi,1500,4.0,2.0,220.0
Plot  Area,Ready To Move,Vidyaranyapura,2 Bedroom,Vidyaranyapura,1440,2.0,0.0,95.0
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,Amruthahalli,900,2.0,1.0,40.0
Built-up  Area,Ready To Move,ITI Employees Layout,4 BHK,ITI Employees Layout,1200,4.0,1.0,230.0
Super built-up  Area,18-May,Whitefield,2 BHK,Whitefield,1130,2.0,1.0,42.16
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Koramangala,1320,2.0,1.0,165.0
Super built-up  Area,19-Jun,Kodigehalli,2 BHK,Kodigehalli,1270,2.0,1.0,98.0
Built-up  Area,Ready To Move,Patelappa Layout,2 BHK,Patelappa Layout,1200,2.0,1.0,62.0
Super built-up  Area,Ready To Move,Ring Road Nagarbhavi,4 BHK,Ring Road Nagarbhavi,4800,4.0,0.0,235.0
Super built-up  Area,Ready To Move,NS Palya,2 BHK,NS Palya,1200,2.0,1.0,74.0
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Subramanyapura,929,2.0,0.0,50.17
Built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,RMV 2nd Stage,1150,4.0,2.0,260.0
Plot  Area,Ready To Move,Basavangudi,4 Bedroom,Basavangudi,1125,4.0,3.0,180.0
Plot  Area,Ready To Move,Kenchenahalli,5 Bedroom,Kenchenahalli,500,3.0,2.0,65.0
Plot  Area,Ready To Move,3rd Block Hrbr Layout,5 Bedroom,3rd Block Hrbr Layout,1200,5.0,2.0,190.0
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,KUDLU MAIN ROAD,1464,3.0,2.0,56.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,4 BHK,7th Phase JP Nagar,3600,4.0,3.0,400.0
Plot  Area,Ready To Move,Bank Avenue,4 Bedroom,Bank Avenue,2000,4.0,2.0,99.0
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,Chikkalasandra,1208,2.0,1.0,49.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Hebbal Kempapura,1130,2.0,2.0,60.0
Super built-up  Area,Ready To Move,Surabhi Layout,3 BHK,Surabhi Layout,1753,3.0,2.0,120.0
Super built-up  Area,Ready To Move,Old Madras Road,5 BHK,Old Madras Road,4500,7.0,3.0,337.0
Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,Banjara Layout,600,3.0,2.0,58.0
Super built-up  Area,22-Jun,Hoodi,2 BHK,Hoodi,1196,2.0,2.0,94.42
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,5th Phase JP Nagar,1150,3.0,3.0,52.5
Super built-up  Area,18-Apr,Electronic City,2 BHK,Electronic City,1128,2.0,1.0,63.0
Super built-up  Area,Ready To Move,Omkar Nagar,2 BHK,Omkar Nagar,1000,2.0,1.0,53.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Yelahanka,1035,2.0,1.0,45.0
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,Kereguddadahalli,950,2.0,1.0,32.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Bisuvanahalli,1075,2.0,1.0,36.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Whitefield,1040,2.0,1.0,48.5
Plot  Area,17-Oct,Maragondanahalli,2 Bedroom,Maragondanahalli,720,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Lingadheeranahalli,1511,3.0,1.0,95.0
Built-up  Area,Ready To Move,Silk Board,3 BHK,Silk Board,1300,3.0,1.0,58.0
Super built-up  Area,19-Dec,Hoodi,3 BHK,Hoodi,1545,3.0,1.0,68.75
Built-up  Area,Ready To Move,Shampura,1 BHK,Shampura,375,2.0,0.0,26.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Vidyaranyapura,1062,2.0,3.0,38.0
Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,Kada Agrahara,1115,2.0,1.0,40.0
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,JP Nagar,1000,2.0,1.0,35.0
Super built-up  Area,17-May,Kambipura,2 BHK,Kambipura,883,2.0,1.0,45.0
Super built-up  Area,19-Apr,Sarjapur  Road,2 BHK,Sarjapur  Road,1195,2.0,1.0,70.0
Plot  Area,Ready To Move,BHEL Layout,4 Bedroom,BHEL Layout,1200,3.0,1.0,165.0
Built-up  Area,Ready To Move,Medahalli,1 Bedroom,Medahalli,700,1.0,0.0,41.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Vittasandra,1246,2.0,1.0,67.0
Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,8th Phase JP Nagar,660,4.0,2.0,90.0
Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,Banashankari Stage III,8500,4.0,2.0,145.0
Super built-up  Area,Ready To Move,Kashi Nagar,4 BHK,Kashi Nagar,1600,4.0,1.0,80.0
Super built-up  Area,18-Dec,Haralur Road,4 BHK,Haralur Road,2805,5.0,3.0,154.0
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Begur Road,1584,3.0,0.0,65.0
Plot  Area,Ready To Move,Sector 7 HSR Layout,4 Bedroom,Sector 7 HSR Layout,3000,5.0,1.0,275.0
Built-up  Area,Ready To Move,Hosur Road,3 BHK,Hosur Road,1175,2.0,2.0,48.0
